,MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,CaNA_N,class,Ts65Dn
862,388,0.426918308,0.700785232,0.302107728,2.180741149,3.463837994,0.259953162,0.178674749,4.287642926,0.2487946,1.299765808,0.604215457,0.369885659,0.407769665,0.271938284,0.758644441,0.861826698,1.56040777,2.443311751,0.547458328,0.589337374,0.350737016,0.334619094,0.18446067,1.220553795,2.427607108,1.147403224,0.261193002,0.301281168,0.773109244,0.157184185,0.450199752,2.06075217,0.335032374,0.387243422,0.339165174,0.726684116,0.576663452,0.293428847,0.512467282,0.357900537,0.274280204,0.43780135,0.543187767,0.202616078,1.036382536,0.162768538,2.86971587,0.307345807,0.539241164,0.870928621,0.298769924,0.159650035,0.18035343,0.110793486,0.153672904,0.20997921,0.227130977,0.115384615,0.206947332,0.122227997,0.489085239,0.295218295,1.815661816,2.284390159,0.134355509,1.10507623,0.764206514,0.223232848,0.16519404,0.121794872,0.110793486,0.108801109,0.489085239,0.195252945,0.158957034,1.755024255,5,1
417,994,0.358602151,0.518100358,0.249283154,2.041935484,2.937992832,0.18655914,0.149283154,2.0390681,0.163978495,1.113799283,0.448207885,0.262544803,0.328673835,0.223655914,0.737455197,0.437634409,1.276702509,1.918458781,0.501433692,0.600896057,0.300179211,0.305913978,0.151075269,0.851612903,1.88046595,1.078853047,0.198207885,0.218100358,0.526702509,0.14390681,0.308422939,1.6609319,0.260752688,0.402867384,0.360752688,0.66953405,0.486738351,0.321863799,0.511290323,0.408243728,0.298924731,0.365412186,0.40609319,0.165538535,0.85761786,0.183826149,2.086094288,0.245220283,0.434390215,0.942287139,0.115900724,0.166013538,0.181213633,0.099750623,0.133713336,0.149032181,0.144282152,0.118988244,0.228595179,0.121007006,0.450777817,0.258995369,1.408502553,1.956537228,0.15675098,1.060681629,0.894074338,0.196057475,0.137750861,0.114831968,0.099750623,0.123500772,0.379764874,0.132050825,0.170882318,1.510628191,1,0
17,68,0.704633205,0.802537231,0.350110314,2.467733039,5.548400441,0.20532267,0.165057915,2.10728075,0.171400993,1.938913403,1.065637066,0.326668505,0.342112521,0.243243243,0.894373966,0.742553778,1.757170436,1.521097628,0.388306674,0.812327634,0.528130171,0.362520684,0.165609487,1.345421953,3.684914506,1.378240485,0.24310535,0.275096525,0.739520132,0.15471594,0.393546608,2.415471594,0.35314396,0.491174848,0.348731384,0.831081081,0.611141754,0.457391065,0.582322118,0.457253172,0.35452289,0.464423607,0.193188086,0.183455185,0.885729759,0.196723531,0.975494178,0.281004603,0.400961278,1.176617926,0.098361766,0.183861359,0.186704576,0.112036285,0.139859193,0.152382887,0.185824533,0.133563499,0.230232873,0.129637151,0.388302193,0.237544002,1.14798267,1.791835906,0.13633902,1.044476036,0.713850528,0.174248578,0.131126455,0.132886542,0.112036285,0.13105303943681595,0.45450853,0.111088546,0.157730842,1.404481451,0,0
353,449,0.294436052,0.462613293,0.299093656,2.218403827,3.944486405,0.160246727,0.126007049,3.346676737,0.15835851,0.999748238,0.420317221,0.227467271,0.323136959,0.212361531,0.800981873,0.768001007,1.473942598,2.140986908,0.359642497,0.418303122,0.238670695,0.296198389,0.144008056,0.790281974,2.558660624,1.180513595,0.189325277,0.194108761,0.632678751,0.124748238,0.361278953,2.050981873,0.280337362,0.431143001,0.344284995,0.662260826,0.503776435,0.352719033,0.5,0.336983887,0.27051863,0.374370594,0.373867069,0.171337876,0.752167854,0.147956024,1.808996593,0.272220502,0.30682874,1.720733973,0.121244967,0.139516878,0.180164138,0.115438216,0.152291731,0.141684732,0.138045835,0.106689378,0.228863425,0.114199443,0.484670177,0.297150821,1.518349334,2.079436358,0.142691236,0.989393001,0.856689378,0.208423661,0.125348405,0.107308764,0.115438216,0.121399814,0.401594921,0.10514091,0.141917002,1.716630536,1,0
935,1016,0.593167313,0.771743211,0.330872231,2.34351145,3.839444375,0.208734827,0.165310975,2.626705043,0.20760856,1.565386059,0.599674634,0.296708797,0.326116881,0.257664873,0.746715054,0.618320611,1.570391691,1.987611062,0.445250907,0.653109748,0.415091978,0.328869979,0.158553373,1.339882368,2.914278563,1.341759479,0.244274809,0.288199224,0.764985609,0.152296333,0.499812289,2.266925291,0.326116881,0.407958954,0.305969215,0.680891002,0.562883244,0.328244275,0.513828057,0.342510324,0.267801276,0.405956701,0.31472907,0.221566976,0.912454367,0.180497051,2.186394271,0.349761303,0.588879528,1.605939343,0.303566414,0.160980062,0.202752036,0.113030048,0.155433867,0.145113732,0.221005336,0.124684078,0.199663016,0.126509407,0.493049705,0.316413929,1.462089301,2.26024993,0.138023027,1.201207526,0.877702892,0.204998596,0.149115417,0.117172143,0.113030048,0.119137883,0.547037349,0.175091266,0.158312272,1.723392306,5,1
868,380,0.427474747,0.609090909,0.284848485,2.009090909,2.598989899,0.246666667,0.20020202,3.581818182,0.234545455,1.315959596,0.581818182,0.360808081,0.377171717,0.318383838,0.684444444,0.761616162,1.409090909,2.394545455,0.570505051,0.572323232,0.353333333,0.396565657,0.195959596,0.916767677,1.981414141,1.094949495,0.24989899,0.289494949,0.65979798,0.195555556,0.415555556,1.646868687,0.31030303,0.412121212,0.361010101,0.764646465,0.563030303,0.290707071,0.487474747,0.344444444,0.272121212,0.363434343,0.459393939,0.18665895,0.879178122,0.179424106,3.100853711,0.304731587,0.529156417,0.823469831,0.262769498,0.195630155,0.169150629,0.106352192,0.142671104,0.169440023,0.201707423,0.134857474,0.170886992,0.111561279,0.531905658,0.287223267,1.865866011,2.074084792,0.155259731,1.245839965,0.862103892,0.256402836,0.176819563,0.156996093,0.106352192,0.141513529,0.451888294,0.216032412,0.205180148,1.595138186,5,1
232,613,0.280446927,0.457781325,0.263367917,2.078850758,3.516679968,0.211652035,0.171588188,5.306464485,0.18499601,1.226975259,0.34924182,0.332003192,0.276616121,0.268954509,0.778292099,0.910135674,1.461771748,1.167278532,0.40207502,0.583878691,0.211811652,0.319393456,0.181963288,1.026017558,1.934876297,0.943495611,0.207661612,0.229848364,0.600319234,0.136312849,0.383080607,1.928651237,0.571109338,0.436073424,0.461452514,0.790582602,0.595051875,0.366480447,0.567438148,0.3264166,0.331683958,0.421548284,0.346687949,0.156937158,0.913718049,0.148230829,1.75711575,0.279160621,0.358410537,1.372809465,0.145105481,0.171782565,0.181046992,0.121107266,0.142761469,0.188637125,0.165308628,0.11463333,0.271570488,0.147114633,0.565130037,0.293001451,1.689585891,2.459314656,0.169885032,1.415671392,0.818171671,0.193883246,0.180600513,0.158164974,0.121107266,0.145775198,0.492242438,0.186962831,0.24310749,1.033374261,2,0
1019,711,0.312993386,0.48090463,0.291444421,2.003200341,3.039470877,0.262427992,0.204608492,3.969916791,0.20631534,1.118625987,0.355451248,0.296564967,0.333688927,0.269042031,0.745466183,0.651162791,1.308299552,1.307019415,0.436099851,0.531896736,0.27565607,0.325794751,0.193087263,0.933219543,1.81715383,0.99018562,0.230637935,0.257307446,0.594623426,0.168764668,0.414764242,1.793044591,0.52293578,0.483251547,0.498826541,0.723490506,0.564326862,0.343289951,0.526989546,0.36462556,0.374866652,0.484318327,0.51418818,0.133108935,0.665544676,0.161107711,2.128824969,0.286566707,0.386321909,0.97750918,0.167227662,0.176713586,0.156823745,0.102815177,0.135556916,0.147031824,0.158506732,0.124082007,0.261015912,0.150856793,0.507037944,0.301560588,1.519889841,2.057833537,0.17870257,1.197827417,0.828335373,0.203029376,0.207160343,0.13476174899371066,0.102815177,0.163555692,0.468635251,0.20119339,0.258414933,1.040544676,7,1
667,793,0.513900956,0.807413843,0.309006661,2.232551405,3.817694758,0.216623226,0.177526788,6.125253403,0.191862149,1.507240081,0.663046626,0.294960904,0.356356791,0.2589053,0.792788879,0.614827686,1.425571966,1.845931074,0.509701709,0.600637127,0.521285838,0.354184767,0.187373299,1.182594845,2.349551115,1.296843325,0.234578627,0.258326093,0.735881842,0.171589922,0.414132638,2.119461338,0.304952215,0.362438459,0.32319722,0.614827686,0.538951636,0.321604402,0.526933102,0.359687228,0.291775268,0.375760209,0.519403417,0.17799079,0.792594681,0.176581148,2.042947091,0.295179025,0.594117094,1.149703975,0.336340569,0.157316042,0.172352223,0.106474955,0.144911193,0.163142562,0.186072738,0.125928014,0.206371582,0.113805094,0.443473358,0.283338032,1.207217367,2.072173668,0.130908749,1.187482379,0.801428437,0.185414905,0.15928954,0.125834038,0.106474955,0.106662908,0.492246969,0.178178743,0.156094352,1.667700404,4,1
246,657,0.283125487,0.402572097,0.267342167,2.122174591,3.812548714,0.225253313,0.176734217,4.522603274,0.183943882,1.473109899,0.350545596,0.307287607,0.302221356,0.2416212,0.769485581,0.857560405,1.523772408,1.365744349,0.351714731,0.608534684,0.249610288,0.363211224,0.164653157,0.942127825,1.696609509,0.920498831,0.216484801,0.216874513,0.530007794,0.13659392,0.340802806,1.791114575,0.446024942,0.477396726,0.526890101,0.801636789,0.760327358,0.429267342,0.689010133,0.410756041,0.400623539,0.501753702,0.537607171,0.178126888,1.000120846,0.151661631,1.603141994,0.267311178,0.191661631,1.31347432,0.191903323,0.256555891,0.205679758,0.128096677,0.125317221,0.180906344,0.1881571,0.119758308,0.225135952,0.143444109,0.46429003,0.257885196,1.413293051,2.128821752,0.167975831,1.505861027,0.732930514,0.212205438,0.201087613,0.185619335,0.128096677,0.18102719,0.415951662,0.223685801,0.18313453845517236,0.720483384,2,0
329,411,0.342437409,0.484998965,0.308090213,2.059797227,3.279329609,0.243534037,0.191806331,2.344506518,0.187875026,1.25946617,0.40306228,0.311607697,0.356093524,0.277881233,0.75067246,0.495137596,1.386095593,2.122905028,0.468032278,0.626319056,0.345954893,0.351748396,0.183322988,0.92696048,2.408441962,1.303331264,0.259673081,0.276432857,0.673908545,0.169459963,0.360645562,1.75315539,0.300020691,0.44589282,0.354024415,0.677426029,0.603558866,0.334367887,0.551003517,0.368508173,0.315952824,0.403889923,0.343058142,0.15547955,0.634459171,0.164172723,2.100185264,0.31509192,0.412141941,1.544677212,0.278466581,0.163602679,0.179278894,0.102180419,0.146501354,0.13367536,0.159897392,0.122416987,0.18825709,0.093059712,0.496365968,0.321504917,1.467151204,1.895396893,0.143651133,1.139803335,0.901239846,0.217329343,0.213196523,0.160039903,0.102180419,0.148924042,0.479692176,0.223599829,0.233718113,1.763146644,1,0
324,406,0.362734289,0.489893422,0.320470415,2.111172363,3.166115399,0.228959941,0.178794561,2.499632488,0.177692025,1.161153988,0.427783903,0.299338479,0.359059169,0.266629915,0.764976112,0.521131937,1.398934215,2.082322675,0.469864021,0.611172363,0.333149577,0.332965821,0.192024991,1.005328923,2.531789783,1.337375965,0.257809629,0.280411613,0.678978317,0.165012863,0.365123117,1.755972069,0.290885704,0.433112826,0.343807424,0.660786476,0.529584712,0.319551635,0.553472988,0.356486586,0.298052187,0.382579934,0.362918045,0.154615913,0.731384283,0.160404199,2.086628078,0.298930639,0.436672226,1.927401158,0.296379869,0.13283626,0.192288826,0.10615128,0.153634847,0.1274404,0.180319827,0.120376729,0.180319827,0.095555774,0.468753066,0.274992642,1.366231728,2.083586775,0.124104778,1.186598646,0.927499264,0.215834396,0.152555675,0.11409791,0.10615128,0.127930933,0.461885608,0.187677818,0.152849995,1.793780045,1,0
850,2,0.368455285,0.550894309,0.276097561,1.929105691,2.89300813,0.28097561,0.153821138,2.504390244,0.217235772,1.412682927,0.49203252,0.324227642,0.275447154,0.304390244,0.704390244,0.623089431,1.422439024,1.18504065,0.378536585,0.584065041,0.367479675,0.41495935,0.166504065,0.893658537,2.452682927,0.948943089,0.240650407,0.257886179,0.679349593,0.209105691,0.422764228,1.667317073,0.353821138,0.435447154,0.353495935,0.731056911,0.714146341,0.336260163,0.552195122,0.40097561,0.300487805,0.391544715,0.265365854,0.179170159,0.814543168,0.222967309,1.342414082,0.308466052,0.632648785,1.222967309,0.198449288,0.195305951,0.191114837,0.115674769,0.152975692,0.134115675,0.190905281,0.155699916,0.129295893,0.10729254,0.526194468,0.33319363,1.263202012,2.135792121,0.19928751,1.397317687,0.793378039,0.27116513,0.19341995,0.18650461,0.115674769,0.13105303943681595,0.397527242,0.221081308,0.18313453845517236,1.351215423,5,1
690,900,0.787210825,1.085552161,0.34209952,2.626909646,4.110323003,0.217154081,0.169467481,5.635312091,0.234831951,1.705914448,1.077258839,0.306198167,0.396224356,0.248144915,0.894260148,0.733849847,1.646333479,2.687690965,0.568747272,0.639349629,0.692383239,0.344063728,0.160846792,1.601593191,2.401462244,1.262876473,0.253055434,0.283500655,0.788520297,0.158664339,0.520624182,2.399388913,0.315473592,0.426342209,0.337079878,0.701986032,0.562963771,0.340026189,0.533064164,0.36141423,0.252400698,0.423395897,0.458751637,0.218191761,1.115384615,0.167578078,2.789828655,0.309940454,0.73745291,1.379389962,0.368756836,0.157552558,0.181431523,0.107668003,0.155122129,0.198748329,0.267164905,0.114837769,0.22900717,0.152448657,0.495929031,0.283266497,1.676631425,2.218434804,0.120853081,1.210900474,0.992283388,0.216247418,0.142058573,0.108640175,0.107668003,0.11574918,0.441608944,0.17535545,0.149228339,1.585915664,4,1
233,614,0.273096282,0.471667478,0.265627537,2.114466634,3.715213509,0.213508686,0.180061698,5.516317584,0.182172431,1.200357201,0.357363208,0.334632245,0.279103751,0.274557558,0.804676084,0.936515668,1.521026141,1.163825296,0.41678844,0.576717,0.220003247,0.326514044,0.182821887,1.030524436,2.028088975,0.95112843,0.208962494,0.23948693,0.619418737,0.143854522,0.393083293,1.962656275,0.573469719,0.435135574,0.445202143,0.783081669,0.591329761,0.359961033,0.737782107,0.330573145,0.318882936,0.426855009,0.338366618,0.161589854,0.967161137,0.148794021,1.675348205,0.296455668,0.353414109,1.414222625,0.141999774,0.177782811,0.177103386,0.122183218,0.145396897,0.185596195,0.176197486,0.115841921,0.269391915,0.15151172,0.609670479,0.267353641,1.765711697,2.499150719,0.175178349,1.350809648,0.830596761,0.189559506,0.177782811,0.164307553,0.122183218,0.136564375,0.496999207,0.20054354,0.223643981,1.093760616,2,0
665,791,0.57797946,0.838309052,0.324337234,2.321112969,4.141748268,0.20277048,0.175662766,6.21925006,0.200382135,1.544662049,0.686887987,0.294005254,0.369954621,0.289109147,0.8275615,0.673035586,1.526630045,1.940530213,0.528898973,0.646644375,0.457129209,0.348220683,0.183424887,1.349176021,2.548244567,1.291139241,0.236446143,0.264150943,0.742894674,0.166706472,0.449247671,2.315619775,0.311798424,0.36350609,0.342488655,0.602101743,0.544542632,0.333293528,0.549677573,0.379508001,0.307141151,0.392046812,0.5,0.192617702,0.86779661,0.182372881,1.995781544,0.297175141,0.612881356,1.144180791,0.364369115,0.160451977,0.174689266,0.112090395,0.150282486,0.170094162,0.205800377,0.127231638,0.198719397,0.130772128,0.496421846,0.294463277,1.284369115,2.133483992,0.138229755,1.111035782,0.879246704,0.194877589,0.147193974,0.115178908,0.112090395,0.12180791,0.468399247,0.173182674,0.149830508,1.665310734,4,1
631,667,0.928896811,1.061695385,0.311150723,2.448900772,4.001485443,0.175282234,0.146959794,2.542285601,0.199049317,2.169538522,1.24499901,0.232224203,0.289859378,0.221727075,0.824915825,0.451178451,1.573380867,1.514359279,0.420578332,0.641513171,0.747672806,0.304218657,0.153198653,1.285105962,2.466428996,1.498217469,0.21449792,0.241632006,0.695682313,0.136165577,0.438898792,2.436819172,0.27332145,0.356605268,0.353436324,0.638839374,0.472370766,0.339770252,0.47167756,0.317686671,0.262428204,0.395226778,0.241532977,0.190031153,1.02018432,0.183411215,1.309839045,0.285241433,0.616173416,0.983969367,0.255646417,0.162577882,0.187435099,0.116757529,0.157840083,0.200674974,0.218068536,0.121819834,0.268302181,0.149727414,0.507853063,0.296988577,1.577167705,2.320482866,0.135903427,0.966770509,0.988187954,0.232541537,0.122014538,0.110462098,0.116757529,0.12694704,0.338330737,0.158553998,0.138759086,1.658813603,4,1
918,984,0.52425161,0.893899204,0.373247442,2.557313376,4.331849185,0.209738537,0.165782493,2.417298219,0.228021978,1.595869648,0.664929898,0.344732853,0.35193255,0.267430845,0.817639257,0.731242895,1.748484274,2.3157446,0.432455476,0.755778704,0.396551724,0.342175066,0.163603638,1.741663509,3.803050398,1.426487306,0.243179235,0.313660477,0.877794619,0.161424782,0.519041304,2.54215612,0.351837817,0.426108374,0.313849943,0.719685487,0.600227359,0.393330807,0.528798787,0.384331186,0.276619932,0.442307692,0.200833649,0.263608087,1.192534992,0.177449456,2.234059098,0.375894246,0.524261275,1.884499741,0.110782789,0.145152929,0.190150337,0.117988595,0.171435977,0.158579575,0.232918611,0.114930016,0.202125454,0.130637636,0.491861068,0.317833074,1.665785381,2.32809746,0.155209953,1.27029549,0.949507517,0.202436496,0.125764645,0.094401244,0.117988595,0.109175739,0.555158113,0.093623639,0.139865215,1.899170555,5,1
999,541,0.422991643,0.573767696,0.363295241,2.321848883,3.563022344,0.270339417,0.20689067,5.645062255,0.237932799,1.41071124,0.448746376,0.35869009,0.422309398,0.307180624,0.797885042,0.800443459,1.599010745,2.064983797,0.544090056,0.721473648,0.338222753,0.418898175,0.202456081,1.083063278,2.582807436,1.173119563,0.260105748,0.340098925,0.721303087,0.195463074,0.480982432,2.355790551,0.635169708,0.494627324,0.443288419,0.810677128,0.617772471,0.364489169,0.582636875,0.380692478,0.345898004,0.473307181,0.462561828,0.161879631,0.879529077,0.180858622,2.465543489,0.289252004,0.278595352,1.131939511,0.196691363,0.185425759,0.17497209,0.121282858,0.145945397,0.1723333,0.204912209,0.123921648,0.178625799,0.111032173,0.413681112,0.281843093,1.630163402,1.995026895,0.148482696,1.471125546,0.942961535,0.236171724,0.184207855,0.143103623,0.121282858,0.149091647,0.444737643,0.150614026,0.182076525,1.209073379,7,1
528,534,0.301626751,0.516493448,0.34579756,2.694532309,4.536827836,0.219272481,0.199502937,3.514234071,0.23463624,1.327835517,0.361726164,0.298237686,0.289652056,0.268978762,0.995707185,0.815183009,1.852688658,1.286150023,0.440239494,0.839697244,0.256439223,0.343651152,0.156800723,1.772367826,3.188883868,1.169227293,0.245368278,0.292024401,0.726841392,0.15612291,0.367261636,2.633190239,0.866583823,0.447582467,0.442385901,0.794396746,0.532873927,0.380027113,0.584726615,0.287053773,0.28829643,0.400248531,0.299480343,0.197802198,1.110353502,0.153382762,1.272342116,0.296239905,0.375744737,0.940619621,0.127565206,0.147755859,0.21276314,0.143982524,0.164305574,0.224943731,0.180656693,0.113663445,0.213689925,0.122467894,0.615781809,0.303323183,1.592678406,2.372831987,0.173441017,1.329206938,0.827485767,0.226863498,0.147424864,0.129021581,0.143982524,0.126969416,0.605388587,0.144710711,0.203031908,1.377532106,3,0
651,687,0.808938878,1.042622466,0.376350451,2.54417641,4.725765872,0.247003108,0.192985053,2.617285778,0.219328104,1.836909871,0.913127127,0.311528785,0.356815155,0.298505254,0.872280598,0.525677076,1.722953974,1.972177002,0.526417049,0.703270682,0.650880568,0.375314489,0.223767944,1.185585319,2.963297321,1.688175226,0.287405653,0.304277046,0.807014947,0.179961521,0.468255143,2.608850081,0.344383602,0.410389226,0.300577179,0.74944502,0.609590055,0.378718366,0.54639633,0.368506734,0.306348971,0.444132011,0.304129051,0.176812348,0.949098162,0.18877905,1.77306625,0.321453347,0.422476587,1.131373569,0.08975026,0.153485952,0.188345473,0.103104405,0.146895595,0.178459938,0.192421089,0.111949358,0.210891433,0.112903226,0.421175858,0.253468609,1.550034686,2.0802983,0.117065557,1.096514048,0.918314256,0.176292057,0.133975026,0.103537981,0.103104405,0.105272286,0.422823448,0.090530697,0.139784946,1.9236906,4,1
